Concept_ID	Concepts_and_Synonyms
M00000181_T047;M00000181_T033	recurrent upper respiratory tract infections|frequent upper respiratory infections|frequent upper respiratory tract infections|recurrent upper respiratory infection|recurrent upper respiratory infections|Recurrent upper respiratory tract infection|upper respiratory tract infections|chronic obstructive pulmonary disease|chronic airflow limitation|chronic airway disease|chronic airway obstruction|chronic airways disease|Chronic obstructive airway disease|Chronic Obstructive Airways Disease|chronic obstructive lung disease|Chronic Obstructive Pulmonary Disease,|coad|COLD|COLD (chronic obstructive lung disease)|COLD - Chronic obstructive lung disease|copd|COPD - Chronic obstructive pulmonary disease|COPD, Chronic Obstructive Pulmonary Disease|Disease (COPD), Chronic Obstructive|Obstructive Pulmonary Disease (COPD), Chronic|Pulmonary Disease, Chronic Obstructive|Pulmonary Disease (COPD), Chronic Obstructive|small airway disease|small airways disease
M00004021_T033	tachypnea|Fast Breathing|increased respiratory rate|polypnea|rapid breathing|Rapid respiration|rapid respirations|Rate Of Respiration, Increased|RESPIRATION RATE INCREASED|Respiratory Rate, Increased|RESPIRATORY RATE INCREASED|tachypneic|Tachypnoea|Tachypnoeic|hyperventilation|[D]Hyperventilation|hyperventilate|hyperventilated|hyperventilates|hyperventilating|hyperventilations|overbreathing
C3806216_T033	neonatal breathing dysregulation
M00004735_T033;M00004735_T046	hypoventilation|alveolar hypoventilation|Hypoventilations|slow breathing|under breathing
C0235063_T046	respiratory depression|decreased lung function|decreased pulmonary function|decreased respiration|Decreased respiratory function|DEPRESSION RESPIRATORY|LUNG FUNCTION DECREASED|RESPIRATION DEPRESSED|Ventilatory Depression
C0476408_T033	reduced vital capacity|Vital capacity reduced
C0520831_T033	decreased vital capacity
C1837388_T033	abnormal pattern of respiration|abnormal respiratory patterns
D00000221_T777	normal respiratory patterns
M00000035_T033;M00000035_T184	abnormal respiration|abnormal breathing|abnormal respirations|Abnormal respiratory function|Breathing abnormal|breathing abnormalities|breathing disorder|breathing disorders|breathing problem|breathing problems|breath problems|Respiration abnormal|respiratory dysfunction
D00000222_T777	normal respiration
C1659989_T033	respiratory problem|Respiratory problems
C0221204_T046	osteolysis|increased bone resorption|lesions lytic|lytic bone lesion|lytic lesion|Lytic lesions|Osteolyses
C0332878_T019	congenital contracture|congenital contractures|congenital joint contractures|Contractures, congenital
M00000367_T047;M00000367_T019;M00000367_T033	arthrogryposis multiplex congenita|Amyoplasia congenita|arthrogryposes|arthrogryposis|arthrogryposis, congenital|arthrogryposis multiplex|Arthrogryposis (& [multiplex congenita])|Arthrogryposis multiplex congenita.|Congenital multiple arthrogryposis|multiple congenital contracture|multiple congenital contractures
M00000415_T190;M00000415_T020;M00000415_T019;M00000415_T033	kyphosis|kyphosis|gibbus deformity|Gibbosity|gibbus|Humpback|hunchback|hunched back|Kyphoses|round back
C1845112_T020	hyperkyphosis
M00001524_T020;M00001524_T033	coxa vara
C4082761_T190	limb abnormality
M00003187_T190;M00003187_T033	abnormality of the lower limb|abnormality of the leg|Deformity of lower limb|lower limb deformities
C4025676_T190	abnormality of the knee
M00002414_T019;M00002414_T020;M00002414_T190;M00002414_T037	genu recurvatum|back knee|knee hyperextension|hyperextension knee|hyperextension knees|Hyperextension of the knees
D00000223_T777	knee extension
M00003693_T047	neuropathic arthropathy|arthropathy neuropathic|ARTHROPATHY, NEUROPATHIC|charcot arthropathy|charcot joint|charcot joints|charcots arthropathy|charcots joint|charcots joints|Neurogenic Arthropathies|neurogenic arthropathy|neuropathic arthritis|Neuropathic arthropathy (& Charcots)|neuropathic joint disease
C3277117_T033	caudal appendage|coccygeal tail|human tail
C3277119_T033	halberd-shaped pelvis
M00001793_T037;M00001793_T033	hip dislocation|dislocated hips|dislocated hip|dislocation hip|Dislocation, Hip|dislocation hips|dislocation of hip|dislocation of hip joint|Dislocation of the hip|Dislocation of the hips|dislocations hip|Dislocations, Hip|Displacement, Hip|Displacements, Hip|hip dislocated|Hip Dislocations|Hip Displacement|Hip Displacements|hip joint dislocation|Hip joint--Dislocation|of hip dislocation|Traumatic dislocation of hip
D00000224_T777	hip location|location of hip
C0158118_T020	multiple joint contractures
M00000491_T184;M00000491_T033	arthralgia|arthralgias|gonalgia|knee arthralgia|knee joint pain|knee pain|knee pains|painful knee|pain in knee|Pain in the knees|PAIN KNEE|joint pain|joint pains|aching joints|Arthrodynia|articular pain|joint ache|Joint:|joints pain|painful joint|painful joints|pain in joint|Pain, Joint|PAIN JOINT|Pains, Joint|coxalgia|hip joint pain|hip pain|hip pains|hips pain|painful hip|pain in hip
C1849993_T033	calcific stippling
C4021749_T033	cystic angiomatosis of bone
M00000511_T046;M00000511_T033	aspiration|Respiratory Tract Aspiration|pulmonary aspiration|aspirated|lung aspiration
C0005689_T047	bladder exstrophy|Bladder Exstrophies|Bladder Extrophies|bladder extrophy|ectopia vesicae|Exstrophy, Bladder|exstrophy of bladder|Exstrophy of the Bladder|urinary bladder exstrophy
C0741796_T047	recurrent bronchitis|bronchitis, recurrent
D00000225_T777	current bronchitis|bronchitis, current
C1843663_T033	sphincter disturbance|sphincter disturbances
M00000221_T184;M00000221_T047	lymphadenitis|adenitis|adenitis|adenitis|inflammation of the lymph nodes|Lymphadenitides|lymph node inflammation
C1844384_T033	recurrent fungal infections
M00001074_T046;M00001074_T033;M00001074_T047	abnormal t cells|abnormality of t cells|cellular immune defect|defective cellular immunity
C3808831_T033	normal t cells
C4021748_T190	abnormal b cells|abnormality of b cells
C3810115_T033	normal b cells
C4021747_T033	specific anti-polysaccharide antibody deficiency
C0239989_T033	igm deficiency|decreased igm|decreased igm level|IGM, DECREASED|reduced igm levels
M00002415_T020;M00002415_T190;M00002415_T033	genu valgum|genu valgus|genua valga|knock knee|knock-knee|knock kneed|knock-kneed|knock knees|knock-knees
C0042282_T033	valgus|valgus|deformities valgus|Valgus angulation|valgus deformity
M00003223_T191	meningioma
M00004561_T191	rhabdomyosarcoma|Rat Rhabdomyosarcoma
M00001016_T191	squamous cell carcinoma|Carcinoma, Epidermoid|CARCINOMA EPIDERMOID|Carcinoma, Squamous|Carcinoma, Squamous Cell|Carcinomas, Squamous|Carcinomas, Squamous Cell|epidermoid carcinoma|Epidermoid Carcinomas|Planocellular Carcinoma|Planocellular Carcinomas|SCC - Squamous cell carcinoma|squamous carcinoma|squamous carcinomas|squamous cell cancer|Squamous cell carcinoma, NOS|squamous cell carcinomas|squamous cell epithelioma|cancer cells squamous|cancer squamous cell|Cancer, Squamous Cell|Cancers, Squamous Cell|Cell Cancer, Squamous|squamous cell cancers
M00001567_T191	melanoma|cutaneous melanoma|malignant melanoma|malignant melanomas|melanocarcinoma|melanoma malignant|Melanoma - malignant|Melanoma, Malignant|Melanoma, NOS|melanomas|Melanomas, Malignant|melanoma syndrome|melanosarcoma|MM - Malignant melanoma|CMM|cutaneous malignant melanoma|Fammm|malignant cutaneous melanoma|malignant melanoma of skin|malignant melanoma skin|melanoma, cutaneous|Melanoma, Familial|Melanoma of skin|Melanoma of the Skin|melanoma skin|melanoma skin cancer|melanomas of skin|skin cancer melanoma|Skin cancer, melanoma|skin malignant melanoma|skin melanoma|Skin, Melanoma|skin melanoma cancer|skin melanomas
P00000018_T888	skin cancer (melanoma)
M00000727_T191	bladder carcinoma|bladder cancer|BLADDER CANCER, CARCINOMA|bladder carcinoma urinary|cancer of bladder|Cancer of the Bladder|Cancer of the Urinary Bladder|Cancer of Urinary Bladder|carcinoma bladder|carcinoma of bladder|carcinoma of the bladder|Carcinoma of the Urinary Bladder|Carcinoma of Urinary Bladder|CARCINOMA URINARY BLADDER|Urinary Bladder Cancer|urinary bladder carcinoma|bladder neoplasm|bladder neoplasms|bladder tumor|bladder tumors|Bladder--Tumors|Neoplasm, Bladder|NEOPLASM BLADDER|neoplasm of bladder|Neoplasm of the Bladder|Neoplasm of the Urinary Bladder|Neoplasms, Bladder|tumor bladder|Tumor, Bladder|Tumor of Bladder|Tumor of the Bladder|Tumor of the Urinary Bladder|Tumor of urinary bladder|Tumors, Bladder|Tumour of urinary bladder|urinary bladder neoplasm|Urinary Bladder Neoplasms|urinary bladder tumor|Urinary Bladder Tumors|malignant neoplasm of bladder|bladder ca|Bladder--Cancer|bladder cancers|CA - Bladder cancer|Cancer, Bladder|Cancer, Urinary Bladder|Malignant Bladder Tumor|Malignant Tumor of the Bladder
M00000813_T191	myelodysplasia|dysmyelopoiesis|Dysmyelopoietic syndrome|Dysmyelopoietic Syndromes|MDS|MDS - Myelodysplastic syndrome|Myelodysplastic Neoplasm|myelodysplastic syndrome|myelodysplastic syndromes|myeloid dysplasia|Oligoblastic Leukemia|Preleukaemia|Preleukaemic syndrome|preleukemia|Preleukemic syndrome|smoldering leukemia|Smouldering leukaemia|Syndrome, Myelodysplastic|Syndromes, Myelodysplastic
C1851971_T033	hypoplastic myelodysplasia
M00003433_T191	medullary thyroid carcinoma|cancer medullary thyroid|carcinoma medullary thyroid|carcinomas medullary thyroid|C cell carcinoma|Medullary Carcinoma|medullary carcinoma of the thyroid|Medullary Carcinoma of the Thyroid Gland|medullary carcinoma of thyroid|Medullary Carcinoma of Thyroid Gland|medullary carcinoma thyroid|medullary thyroid cancer|MTC|MTC - Medullary thyroid carcinoma|Parafollicular cell carcinoma|thyroid cancer, medullary|Thyroid carcinoma, medullary|THYROID, CARCINOMA, MEDULLARY|Thyroid Gland Medullary Carcinoma|thyroid medullary carcinoma
D00000226_T777	medullar thyroid carcinoma|medullar thyroid cancer
M00002765_T033;M00002765_T190	hypoplastic iliac wings|small iliac wings
C4021746_T190	iliac abnormalities
M00003627_T033	narrow iliac wings
C1865841_T033	flared iliac wings|Flaring of the iliac wings
M00004733_T047;M00004733_T033	obstructive sleep apnea|Apnea, obstructive|apnea obstructive sleep|Apnea, Obstructive Sleep|Apneas, Obstructive Sleep|Obstructive apnea|Obstructive Sleep Apneas|obstructive sleep apnea syndrome|obstructive sleep apnoea|Obstructive sleep apnoea syndrome|OSA|OSAHS|OSA - Obstructive sleep apnea|OSA - Obstructive sleep apnoea|OSAS|SAHS|Sleep Apnea Hypopnea Syndrome|SLEEP APNEA/HYPOPNEA SYNDROME|Sleep apnea (& [obstructive])|Sleep Apnea, Obstructive|Sleep Apneas, Obstructive|Sleep Apnea Syndrome, Obstructive|sleep apnoea|Sleep apnoea (& [obstructive])|Syndrome, Obstructive Sleep Apnea|sleep apnea
M00001088_T047	central apnea|apnea central|central apnoea|Alveolar Hypoventilation, Central|Apnea, Central|apnea central sleep|Apnea, Central Sleep|Apneas, Central|central alveolar hypoventilation|Central Alveolar Hypoventilation Syndrome|Central Apneas|central sleep apnea|Central Sleep Apneas|Central Sleep Apnea Syndrome|central sleep apnoea|Central Sleep Disordered Breathing|Central Sleep-Disordered Breathing|CSA|ondine syndrome|sleep apnea central|Sleep Apnea, Central|Central sleep apnoea syndrome
C0231807_T184	exertional dyspnea|Breathlessness on exertion|DOE|dyspnea exertional|Dyspnea, exertional|Dyspnea on effort|dyspnea on exertion|DYSPNEA (ON EXERTION)|Dyspnoea on effort|Dyspnoea on exertion|exertional dyspnoea|exertion dyspnea|shortness of breath during exercise|shortness of breath on exertion|SHORTNESS OF BREATH (ON EXERTION)
C3806218_T033	episodic tachypnea
C1843643_T033	nocturnal hypoventilation
D00000227_T777	respirator failure
C1857101_T033	anisospondyly
D00000228_T777	ventilation
C0206624_T191	hepatoblastoma|childhood hepatoblastoma|HBL|Hepatoblastomas|pediatric hepatoblastoma
M00003434_T191	medulloblastoma
C0474819_T191	vagal paraganglioma|glomus vagale tumor|Paraganglioma of the Vagus Nerve|Vagal Body Paraganglioma|Vagus Nerve Paraganglioma
C0014474_T191	ependymoma|ependymomas
M00000965_T191	thyroid carcinoma|thyroid carcinoma|Cancer of the Thyroid|Cancer of Thyroid|Cancers, Thyroid|Cancer, Thyroid|Carcinoma of the Thyroid|Carcinoma of the Thyroid Gland|carcinoma of thyroid|Carcinoma of Thyroid Gland|Carcinomas, Thyroid|carcinoma thyroid|Carcinoma, Thyroid|carcinoma thyroid gland|Head and Neck Cancer, Thyroid|thyroid cancer|thyroid cancer|Thyroid Cancers|Thyroid Carcinomas|Thyroid gland--Cancer|Thyroid Gland Cancer|thyroid gland carcinoma|neoplasm of the thyroid gland|neoplasm of the thyroid gland|gland thyroid tumors|neoplasia of the thyroid gland|Neoplasm of the Thyroid|Neoplasm of Thyroid|neoplasms thyroid|Neoplasms, Thyroid|neoplasm thyroid|Neoplasm, Thyroid|Thyroid Gland Neoplasm|thyroid gland tumor|Thyroid gland--Tumors|thyroid neoplasm|thyroid neoplasms|thyroid tumor|thyroid tumors|thyroid tumour|thyroid tumours|Tumor of the Thyroid|Tumor of the Thyroid Gland|Tumor of Thyroid|Tumor of thyroid gland|tumor thyroid|Tumour of thyroid gland
C0280631_T191	uterine leiomyosarcoma|Leiomyosarcoma of the Uterine Corpus|Leiomyosarcoma of the uterus|Leiomyosarcoma of uterus|leiomyosarcomas uterine|leiomyosarcoma uterine|leiomyosarcoma, uterine|uterus leiomyosarcoma|UTERUS, LEIOMYOSARCOMA
C0032000_T191	pituitary adenoma|Adenoma of the Pituitary|Adenoma of the Pituitary Gland|adenoma pituitary|Adenoma - pituitary|Adenoma, Pituitary|adenomas pituitary|Adenomas, Pituitary|Pituitary Adenomas|Pituitary Gland Adenoma
C0030297_T191	neoplasm of the pancreas|neoplasia of the pancreas|Neoplasm of pancreas|Neoplasm, Pancreatic|Neoplasms, Pancreatic|pancreas neoplasm|Pancreas Neoplasms|pancreas tumor|pancreas tumors|Pancreas--Tumors|pancreas tumour|pancreatic neoplasm|pancreatic neoplasms|pancreatic tumor|pancreatic tumors|tumor of pancreas|Tumor of the Pancreas|tumor pancreas|tumor pancreatic cancer|Tumour of pancreas|tumour pancreas
M00000955_T191	cancer of the pancreas|Cancer of pancreas|Cancer, Pancreas|Cancer, Pancreatic|Cancers, Pancreas|Cancers, Pancreatic|malignant neoplasm of pancreas|Malignant Neoplasm of the Pancreas|Malignant Pancreatic Neoplasm|pancreas ca|pancreas cancer|Pancreas--Cancer|Pancreas Cancers|pancreatic cancer|pancreatic cancers
C1842408_T033	increased risk of pancreatic cancer
M00004070_T191;M00004070_T033	papillary thyroid carcinoma|papillary carcinoma of thyroid|cancer papillary thyroid|carcinoma papillary thyroid|NMTC1|PACT|Papillary Cancer of the Thyroid|Papillary Cancer of the Thyroid Gland|Papillary Cancer of Thyroid|Papillary Carcinoma of the Thyroid|Papillary Carcinoma of the Thyroid Gland|Papillary Carcinoma of Thyroid Gland|papillary carcinoma thyroid|papillary thyroid cancer|PTC|PTC - Papillary thyroid carcinoma|thyroid cancer papillary|thyroid cancer, papillary|THYROID CANCER, PAPILLARY CARCINOMA|Thyroid carcinoma, papillary|THYROID, CARCINOMA, PAPILLARY|Thyroid Gland Papillary Carcinoma|thyroid papillary cancer|thyroid papillary carcinoma|TPC
M00000950_T191	liver cancer|Cancer, Hepatic|Cancer, Hepatocellular|Cancer, Liver|Cancer of Liver|cancer of the liver|Cancers, Hepatic|Cancers, Hepatocellular|Cancers, Liver|hepatic cancer|Hepatic Cancers|Hepatocellular Cancer|Hepatocellular Cancers|Liver--Cancer|liver cancers|liver malignant tumors|malignant neoplasm of liver|Malignant tumor of liver
C0262587_T191	parathyroid adenoma|Adenoma of Parathyroid|Adenoma of Parathyroid Gland|Adenoma of the Parathyroid|Adenoma of the Parathyroid Gland|adenoma parathyroid|Adenoma, Parathyroid|adenomas parathyroid|Adenomas, Parathyroid|parathyroid adenomas|Parathyroid Gland Adenoma
C0027654_T191	embryonal neoplasm|embryo cancer|embryonal neoplasia|Embryonal Neoplasms|embryonal tumor|embryonal tumors|Neoplasms, Embryonal|Tumors, Embryonal
M00001640_T033;M00001640_T047	hypokalemia|hypopotassemia|deficiency k|deficiency potassium|hypokalaemia|hypokalemias|hypopotassaemia|k deficiency|Low serum potassium level|potassium deficiency|potassium depletion|SYNDROME HYPOKALEMIC
M00002738_T047;M00002738_T033	hypocalcemia|hypocalcaemia|Hypocalcaemia syndrome|Hypocalcemias
M00004613_T047	hyponatremia|deficiency salt|deficiency sodium|depletion sodium|hyponatraemia|Hyponatremias|hyponatremia syndrome|salt deficiency|sodium deficiency|sodium depletion
M00001966_T033;M00001966_T047	hyperbilirubinemia|bilirubin elevated|BILIRUBIN INCREASED|Blood bilirubin increased|elevated bilirubin|increased bilirubin|increased bilirubin level|raised bilirubin|bilirubinemia|bilirubinaemia|Bilirubinemias|hyperbilirubinaemia|hyperbilirubinemias|increased total bilirubin|elevated total bilirubin
D00000229_T777	hyperbilirubin
C0085681_T047	hyperphosphatemia|hyperphosphataemia
